#,Timestamp,ID (hex),DLC,Data (hex),Type
144,16:25:13.049,0x05A,8,00 00 00 00 00 00 00 00,STD
145,16:25:13.064,0x05B,8,7F 00 00 00 04 00 00 00,STD
146,16:25:13.096,0x083,8,00 00 95 0B 93 0B 38 04,STD
147,16:25:13.111,0x084,8,86 86 01 01 00 05 2B 00,STD
148,16:25:13.346,0x033,8,00 00 64 64 00 00 00 00,STD
149,16:25:13.362,0x085,8,00 00 03 00 00 00 01 00,STD
150,16:25:13.393,0x086,8,02 5C 02 1E 00 01 01 01,STD
151,16:25:13.409,0x087,8,00 04 01 64 01 01 09 03,STD
152,16:25:13.440,0x088,8,03 1E 28 42 58 00 00 00,STD
153,16:25:13.456,0x089,8,03 04 04 04 04 00 00 00,STD
154,16:25:13.487,0x08A,8,03 00 00 00 00 00 00 00,STD
155,16:25:13.503,0x032,8,00 00 00 00 00 00 00 00,STD
156,16:25:13.534,0x08C,8,00 00 00 00 00 00 00 00,STD
157,16:25:13.565,0x08D,8,01 00 02 00 00 00 00 04,STD
158,16:25:13.581,0x08E,8,00 02 00 00 14 14 00 00,STD
159,16:25:13.612,0x08F,8,0D 00 03 01 00 00 00 00,STD
160,16:25:13.628,0x091,8,01 03 00 00 00 00 02 00,STD
161,16:25:13.645,0x0CA,8,86 01 00 00 00 00 00 00,STD
162,16:25:13.645,0x0CA,8,86 01 00 00 00 00 00 00,STD
163,16:25:13.661,0x092,8,00 01 01 01 03 02 02 03,STD
164,16:25:13.677,0x033,8,00 00 64 64 00 00 00 00,STD
165,16:25:13.708,0x093,8,01 01 39 0D 00 06 03 01,STD
166,16:25:13.786,0x036,8,00 00 00 00 00 00 00 00,STD
167,16:25:13.849,0x032,8,00 00 00 00 00 00 00 00,STD
168,16:25:13.880,0x027,8,F1 00 00 00 00 00 00 00,STD
169,16:25:13.958,0x02B,8,F0 00 00 00 00 00 00 00,STD
170,16:25:14.240,0x033,8,00 00 64 64 00 00 00 00,STD
171,16:25:14.255,0x034,8,04 00 00 00 00 00 00 00,STD
172,16:25:14.286,0x035,8,01 00 38 00 00 00 1F 00,STD
173,16:25:14.302,0x05A,8,00 00 00 00 00 00 00 00,STD
174,16:25:14.333,0x05B,8,7F 00 00 00 04 00 00 00,STD
175,16:25:14.349,0x083,8,00 00 95 0B 93 0B 38 04,STD
176,16:25:14.381,0x084,8,86 86 01 01 00 05 2B 00,STD
177,16:25:14.397,0x032,8,00 00 00 00 00 00 00 00,STD
178,16:25:14.428,0x085,8,00 00 03 00 00 00 01 00,STD
179,16:25:14.459,0x086,8,02 5C 02 1E 00 01 01 01,STD
180,16:25:14.475,0x087,8,00 04 01 64 01 01 09 03,STD
181,16:25:14.506,0x088,8,04 1E 28 42 58 00 00 00,STD
182,16:25:14.522,0x089,8,04 04 04 04 04 00 00 00,STD
183,16:25:14.553,0x08A,8,04 00 00 00 00 00 00 00,STD
184,16:25:14.773,0x033,8,00 00 64 64 00 00 00 00,STD
185,16:25:14.789,0x08C,8,00 00 00 00 00 00 00 00,STD
186,16:25:14.820,0x08D,8,01 00 02 00 00 00 00 04,STD
187,16:25:14.851,0x08E,8,00 02 00 00 14 14 00 00,STD
188,16:25:14.867,0x08F,8,0D 00 03 01 00 00 00 00,STD
189,16:25:14.898,0x091,8,01 03 00 00 00 00 02 00,STD
190,16:25:14.898,0x0CA,8,86 01 00 00 00 00 00 00,STD
191,16:25:14.898,0x0CA,8,86 01 00 00 00 00 00 00,STD
192,16:25:14.914,0x092,8,00 01 01 01 03 02 02 03,STD
193,16:25:14.945,0x032,8,00 00 00 00 00 00 00 00,STD
194,16:25:14.961,0x093,8,01 01 39 0D 00 06 03 01,STD
195,16:25:15.039,0x036,8,00 00 00 00 00 00 00 00,STD
196,16:25:15.118,0x033,8,00 00 64 64 00 00 00 00,STD
197,16:25:15.133,0x027,8,F0 00 00 00 00 00 00 00,STD
198,16:25:15.211,0x02B,8,F1 00 00 00 00 00 00 00,STD
199,16:25:15.289,0x032,8,00 00 00 00 00 00 00 00,STD
200,16:25:15.305,0x034,8,04 00 00 00 00 00 00 00,STD
201,16:25:15.336,0x035,8,01 00 38 00 00 00 1F 00,STD
202,16:25:15.368,0x05A,8,00 00 00 00 00 00 00 00,STD
203,16:25:15.383,0x05B,8,7F 00 00 00 04 00 00 00,STD
204,16:25:15.415,0x083,8,00 00 95 0B 93 0B 38 04,STD
205,16:25:15.431,0x084,8,85 85 01 01 00 05 2B 00,STD
206,16:25:15.666,0x033,8,00 00 64 64 00 00 00 00,STD
207,16:25:15.682,0x085,8,00 00 03 00 00 00 01 00,STD
208,16:25:15.713,0x00B,8,04 7F 64 64 04 04 00 00,STD
209,16:25:15.713,0x032,8,00 00 00 00 00 00 00 01,STD
210,16:25:15.994,0x086,8,02 5C 02 1E 00 01 01 01,STD
211,16:25:16.213,0x087,8,00 04 01 64 01 01 09 03,STD
212,16:25:16.229,0x088,8,05 1E 28 42 58 00 00 00,STD
213,16:25:16.260,0x089,8,05 04 04 04 04 00 00 00,STD
214,16:25:16.276,0x08A,8,05 00 00 00 00 00 00 00,STD
215,16:25:16.307,0x032,8,00 00 01 00 00 00 00 01,STD
216,16:25:16.323,0x08C,8,00 00 00 00 00 00 00 00,STD
217,16:25:16.354,0x08D,8,01 00 02 00 00 00 00 04,STD
218,16:25:16.370,0x08E,8,00 02 00 00 14 14 00 00,STD
219,16:25:16.402,0x08F,8,0D 00 03 01 00 00 00 00,STD
220,16:25:16.433,0x091,8,01 03 00 00 00 00 02 00,STD
